 20241016-155828,[command] python run_expid.py --config ../config/xdeepfm_criteo_x4/tuner_xdeepfm_criteo_x4 --expid xDeepFM_criteo_x4_001_3a0dbd58 --gpu 0,[exp_id] xDeepFM_criteo_x4_001_3a0dbd58,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.462154 - AUC: 0.785534,[test] logloss: 0.461842 - AUC: 0.786436
 20241016-160037,[command] python run_expid.py --config ../config/xdeepfm_criteo_x4/tuner_xdeepfm_criteo_x4 --expid xDeepFM_criteo_x4_002_e2bf01e2 --gpu 0,[exp_id] xDeepFM_criteo_x4_002_e2bf01e2,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.462154 - AUC: 0.785534,[test] logloss: 0.461842 - AUC: 0.786436
 20241016-160413,[command] python run_expid.py --config ../config/xdeepfm_criteo_x4/tuner_xdeepfm_criteo_x4 --expid xDeepFM_criteo_x4_003_f4ff0ba5 --gpu 0,[exp_id] xDeepFM_criteo_x4_003_f4ff0ba5,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.459620 - AUC: 0.788806,[test] logloss: 0.458144 - AUC: 0.790884
 20241016-160751,[command] python run_expid.py --config ../config/xdeepfm_criteo_x4/tuner_xdeepfm_criteo_x4 --expid xDeepFM_criteo_x4_004_f0a44637 --gpu 0,[exp_id] xDeepFM_criteo_x4_004_f0a44637,[dataset_id] criteo_x4,[train] N.A.,[val] logloss: 0.459620 - AUC: 0.788806,[test] logloss: 0.458144 - AUC: 0.790884
